district,year,season,crop,sowing_date,harvest_date,estimated_yield_kg_per_ha,ndvi.early,ndvi.mid,ndvi.late,soil_type,ph_range,organic_carbon,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,annual_avg_rainfall_mm,monsoon_rainfall_mm,avg_annual_temp_C,avg_max_temp_C,avg_min_temp_C,avg_relative_humidity_pct,growing_degree_days_GDD,typical_monsoon_onset,typical_monsoon_end,notes,ndvi.early_from_ndvi,ndvi.mid_from_ndvi,ndvi.late_from_ndvi
Jalandhar,2023,Rabi,Mustard,2023-11-15,2024-04-10,1649,0.27,0.38,0.33,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Kharif,Paddy,2023-06-20,2023-10-15,4380,0.34,0.52,0.44,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Kharif,Maize,2023-06-20,2023-10-15,2859,0.29,0.43,0.36,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Kharif,Cotton,2023-06-20,2023-10-15,2526,0.24,0.35,0.26,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Zaid,Moong,2023-03-15,2023-06-10,1821,0.31,0.49,0.43,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2176,0.23,0.35,0.26,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2023,Zaid,Sunflower,2023-03-15,2023-06-10,1918,0.33,0.48,0.41,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Jalandhar,2024,Rabi,Wheat,2024-11-15,2025-04-10,3579,0.36,0.5,0.43,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.45,0.32
Jalandhar,2024,Rabi,Barley,2024-11-15,2025-04-10,1525,0.29,0.42,0.33,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.45,0.32
Jalandhar,2024,Rabi,Mustard,2024-11-15,2025-04-10,1804,0.38,0.52,0.44,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.28,0.45,0.32
Jalandhar,2024,Kharif,Paddy,2024-06-20,2024-10-15,4082,0.38,0.54,0.48,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.54,0.44
Jalandhar,2024,Kharif,Maize,2024-06-20,2024-10-15,2999,0.27,0.38,0.29,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.54,0.44
Jalandhar,2024,Kharif,Cotton,2024-06-20,2024-10-15,2353,0.32,0.47,0.38,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.54,0.44
Jalandhar,2024,Zaid,Moong,2024-03-15,2024-06-10,2121,0.26,0.38,0.29,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.59,0.47
Jalandhar,2024,Zaid,Vegetables,2024-03-15,2024-06-10,1895,0.21,0.37,0.28,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.59,0.47
Jalandhar,2024,Zaid,Sunflower,2024-03-15,2024-06-10,2248,0.36,0.47,0.38,Loamy,"[7.0, 7.2]",0.37,248.0,20.0,203.0,670,502,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.59,0.47
Kapurthala,2023,Rabi,Wheat,2023-11-15,2024-04-10,3029,0.23,0.37,0.28,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Rabi,Barley,2023-11-15,2024-04-10,1834,0.34,0.51,0.43,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Rabi,Mustard,2023-11-15,2024-04-10,1535,0.34,0.49,0.43,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Kharif,Paddy,2023-06-20,2023-10-15,3743,0.38,0.54,0.47,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Kharif,Maize,2023-06-20,2023-10-15,2863,0.29,0.48,0.42,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Kharif,Cotton,2023-06-20,2023-10-15,3293,0.32,0.42,0.33,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Zaid,Moong,2023-03-15,2023-06-10,2065,0.39,0.55,0.47,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2132,0.23,0.39,0.31,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2023,Zaid,Sunflower,2023-03-15,2023-06-10,1972,0.28,0.45,0.35,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Kapurthala,2024,Rabi,Wheat,2024-11-15,2025-04-10,3512,0.22,0.42,0.33,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.6,0.55
Kapurthala,2024,Rabi,Barley,2024-11-15,2025-04-10,2761,0.22,0.41,0.32,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.6,0.55
Kapurthala,2024,Rabi,Mustard,2024-11-15,2025-04-10,1930,0.28,0.39,0.32,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.6,0.55
Kapurthala,2024,Kharif,Paddy,2024-06-20,2024-10-15,4426,0.36,0.46,0.39,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.38,0.52,0.42
Kapurthala,2024,Kharif,Maize,2024-06-20,2024-10-15,1987,0.38,0.51,0.44,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.38,0.52,0.42
Kapurthala,2024,Kharif,Cotton,2024-06-20,2024-10-15,2162,0.35,0.5,0.44,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.38,0.52,0.42
Kapurthala,2024,Zaid,Moong,2024-03-15,2024-06-10,1955,0.24,0.39,0.32,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.57,0.51
Kapurthala,2024,Zaid,Vegetables,2024-03-15,2024-06-10,1694,0.38,0.52,0.44,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.57,0.51
Kapurthala,2024,Zaid,Sunflower,2024-03-15,2024-06-10,2155,0.39,0.5,0.43,Loamy,"[7.0, 7.8]",0.71,285.0,18.0,154.0,565,424,24.5,32.5,16.5,71,5292,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.57,0.51
Ludhiana,2023,Rabi,Wheat,2023-11-15,2024-04-10,2928,0.22,0.42,0.34,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Rabi,Barley,2023-11-15,2024-04-10,2044,0.35,0.47,0.38,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Rabi,Mustard,2023-11-15,2024-04-10,2442,0.24,0.36,0.31,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Kharif,Paddy,2023-06-20,2023-10-15,3446,0.21,0.39,0.32,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Kharif,Maize,2023-06-20,2023-10-15,2387,0.3,0.44,0.37,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Kharif,Cotton,2023-06-20,2023-10-15,2561,0.24,0.43,0.33,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Zaid,Moong,2023-03-15,2023-06-10,1891,0.27,0.4,0.32,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Zaid,Vegetables,2023-03-15,2023-06-10,1979,0.23,0.4,0.32,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2023,Zaid,Sunflower,2023-03-15,2023-06-10,2029,0.21,0.33,0.27,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Ludhiana,2024,Rabi,Wheat,2024-11-15,2025-04-10,3147,0.24,0.41,0.35,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.44,0.35
Ludhiana,2024,Rabi,Barley,2024-11-15,2025-04-10,2070,0.22,0.34,0.25,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.44,0.35
Ludhiana,2024,Rabi,Mustard,2024-11-15,2025-04-10,1863,0.28,0.45,0.39,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.33,0.44,0.35
Ludhiana,2024,Kharif,Paddy,2024-06-20,2024-10-15,3165,0.26,0.45,0.4,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.52,0.41
Ludhiana,2024,Kharif,Maize,2024-06-20,2024-10-15,3417,0.38,0.56,0.49,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.52,0.41
Ludhiana,2024,Kharif,Cotton,2024-06-20,2024-10-15,2726,0.25,0.39,0.31,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.36,0.52,0.41
Ludhiana,2024,Zaid,Moong,2024-03-15,2024-06-10,1576,0.28,0.44,0.37,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.35,0.57,0.44
Ludhiana,2024,Zaid,Vegetables,2024-03-15,2024-06-10,2291,0.26,0.45,0.36,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.35,0.57,0.44
Ludhiana,2024,Zaid,Sunflower,2024-03-15,2024-06-10,1990,0.36,0.5,0.45,Loamy,"[7.6, 8.6]",0.57,299.0,16.0,171.0,595,446,25.5,35.5,15.5,73,5658,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.35,0.57,0.44
Mansa,2023,Rabi,Wheat,2023-11-15,2024-04-10,2950,0.25,0.4,0.32,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Rabi,Barley,2023-11-15,2024-04-10,1874,0.37,0.57,0.49,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Rabi,Mustard,2023-11-15,2024-04-10,1392,0.23,0.36,0.31,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Kharif,Paddy,2023-06-20,2023-10-15,4275,0.31,0.48,0.39,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Kharif,Maize,2023-06-20,2023-10-15,3367,0.24,0.34,0.28,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Kharif,Cotton,2023-06-20,2023-10-15,2971,0.33,0.45,0.35,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Zaid,Moong,2023-03-15,2023-06-10,1895,0.28,0.42,0.34,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2059,0.32,0.44,0.37,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2023,Zaid,Sunflower,2023-03-15,2023-06-10,2172,0.26,0.4,0.31,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Mansa,2024,Rabi,Wheat,2024-11-15,2025-04-10,2498,0.3,0.47,0.37,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.2,0.36,0.26
Mansa,2024,Rabi,Barley,2024-11-15,2025-04-10,2182,0.35,0.47,0.42,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.2,0.36,0.26
Mansa,2024,Rabi,Mustard,2024-11-15,2025-04-10,1420,0.21,0.36,0.28,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.2,0.36,0.26
Mansa,2024,Kharif,Paddy,2024-06-20,2024-10-15,4089,0.27,0.45,0.39,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.21,0.39,0.28
Mansa,2024,Kharif,Maize,2024-06-20,2024-10-15,2682,0.3,0.47,0.4,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.21,0.39,0.28
Mansa,2024,Kharif,Cotton,2024-06-20,2024-10-15,2173,0.25,0.43,0.34,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.21,0.39,0.28
Mansa,2024,Zaid,Moong,2024-03-15,2024-06-10,2278,0.32,0.46,0.41,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.37,0.61,0.55
Mansa,2024,Zaid,Vegetables,2024-03-15,2024-06-10,1604,0.38,0.49,0.39,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.37,0.61,0.55
Mansa,2024,Zaid,Sunflower,2024-03-15,2024-06-10,1932,0.31,0.5,0.41,Clay Loam,"[7.4, 8.4]",0.73,218.0,16.0,152.0,440,330,25.0,34.0,16.0,67,5475,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.37,0.61,0.55
Moga,2023,Rabi,Wheat,2023-11-15,2024-04-10,3018,0.36,0.53,0.45,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Rabi,Barley,2023-11-15,2024-04-10,2189,0.3,0.42,0.32,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Rabi,Mustard,2023-11-15,2024-04-10,2004,0.39,0.49,0.4,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Kharif,Paddy,2023-06-20,2023-10-15,4066,0.21,0.38,0.32,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Kharif,Maize,2023-06-20,2023-10-15,3195,0.38,0.58,0.48,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Kharif,Cotton,2023-06-20,2023-10-15,2475,0.37,0.5,0.41,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Zaid,Moong,2023-03-15,2023-06-10,1687,0.21,0.37,0.31,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Zaid,Vegetables,2023-03-15,2023-06-10,2383,0.34,0.45,0.38,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2023,Zaid,Sunflower,2023-03-15,2023-06-10,2260,0.31,0.49,0.42,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,,,
Moga,2024,Rabi,Wheat,2024-11-15,2025-04-10,3313,0.32,0.44,0.39,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.25,0.45,0.39
Moga,2024,Rabi,Barley,2024-11-15,2025-04-10,2214,0.37,0.47,0.38,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.25,0.45,0.39
Moga,2024,Rabi,Mustard,2024-11-15,2025-04-10,1811,0.36,0.56,0.49,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.25,0.45,0.39
Moga,2024,Kharif,Paddy,2024-06-20,2024-10-15,4459,0.35,0.49,0.42,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.24,0.43,0.36
Moga,2024,Kharif,Maize,2024-06-20,2024-10-15,2909,0.4,0.58,0.51,Clay Loam,"[7.6, 7.7]",0.44,217.0,22.0,229.0,550,412,24.0,32.0,16.0,70,5110,Week 26-28 (late June - early July),Week 35-38 (late Aug - Sep),Synthetic / demo values — use IMD or state datasets for production,0.24,0.43,0.36
